Date,kitchen,laundry,water_and_ac
2007-02-21,3527.0,2332.0,11548.0
2007-02-22,1409.0,4129.0,12251.0
2007-02-23,0.0,503.0,10786.0
2007-02-24,0.0,363.0,3562.0
2007-02-25,0.0,329.0,1660.0
2007-02-26,0.0,331.0,2830.0
2007-02-27,0.0,314.0,1924.0
2007-02-28,0.0,340.0,1973.0
2007-03-01,0.0,344.0,4765.0
2007-03-02,4746.0,4573.0,17834.0
2007-03-03,0.0,347.0,4597.0
2007-03-04,3630.0,1042.0,7637.0
2007-03-05,1906.0,1725.0,7836.0
2007-03-06,4985.0,7529.0,8334.0
2007-03-07,467.0,3214.0,4695.0
2007-03-08,958.0,0.0,9139.0
2007-03-09,621.0,2515.0,5323.0
2007-03-10,979.0,5024.0,3692.0
2007-03-11,0.0,282.0,1936.0
2007-03-12,1141.0,299.0,10428.0
2007-03-13,1350.0,3859.0,5323.0
2007-03-14,3485.0,480.0,8607.0
2007-03-15,0.0,3263.0,11036.0
2007-03-16,1106.0,4604.0,5370.0
2007-03-17,2208.0,359.0,12275.0
2007-03-18,6564.0,7369.0,5856.0
2007-03-19,1648.0,2686.0,14118.0
2007-03-20,3745.0,2837.0,11255.0
2007-03-21,1865.0,4133.0,12335.0
2007-03-22,353.0,736.0,10462.0
2007-03-23,1127.0,777.0,8369.0
2007-03-24,3707.0,5797.0,16382.0
2007-03-25,4630.0,3600.0,9358.0
2007-03-26,1088.0,344.0,9096.0
2007-03-27,0.0,3019.0,3697.0
2007-03-28,1122.0,8527.0,13888.0
2007-03-29,1162.0,460.0,10724.0
2007-03-30,1094.0,468.0,8217.0
2007-03-31,2620.0,7707.0,17682.0
2007-04-01,1051.0,7597.0,10896.0
2007-04-02,3391.0,4597.0,14472.0
2007-04-03,1476.0,8711.0,9408.0
2007-04-04,3434.0,420.0,14748.0
2007-04-05,2259.0,538.0,3990.0
2007-04-06,1585.0,836.0,4533.0
2007-04-07,2329.0,2218.0,5632.0
2007-04-08,552.0,398.0,7966.0
2007-04-09,2928.0,3501.0,9821.0
2007-04-10,2400.0,444.0,9710.0
2007-04-11,0.0,4387.0,7068.0
2007-04-12,1012.0,5828.0,8561.0
2007-04-13,0.0,558.0,1988.0
2007-04-14,0.0,578.0,2008.0
2007-04-15,0.0,1026.0,2893.0
2007-04-16,952.0,1305.0,4656.0
2007-04-17,1532.0,389.0,6199.0
2007-04-18,1579.0,355.0,3430.0
2007-04-19,733.0,1605.0,5748.0
2007-04-20,1069.0,360.0,3499.0
2007-04-21,6575.0,463.0,11129.0
2007-04-22,4264.0,2287.0,11102.0
2007-04-23,1402.0,506.0,6005.0
2007-04-24,1125.0,527.0,6680.0
2007-04-25,0.0,1469.0,8812.0
2007-04-26,1324.0,1845.0,7163.0
2007-04-27,1772.0,545.0,4756.0
2007-04-28,0.0,18.0,0.0
2007-04-29,0.0,0.0,0.0
2007-04-30,1214.0,500.0,1131.0
2007-05-01,1483.0,379.0,7602.0
2007-05-02,896.0,2564.0,7849.0
2007-05-03,5727.0,12109.0,10026.0
2007-05-04,1086.0,4277.0,10523.0
2007-05-05,2913.0,2493.0,11303.0
2007-05-06,4484.0,1027.0,6448.0
2007-05-07,2922.0,770.0,3973.0
2007-05-08,169.0,0.0,6647.0
2007-05-09,0.0,4144.0,6705.0
2007-05-10,0.0,351.0,9425.0
2007-05-11,1265.0,397.0,6583.0
2007-05-12,3422.0,295.0,10919.0
2007-05-13,3612.0,2414.0,8958.0
2007-05-14,3176.0,2417.0,5517.0
2007-05-15,0.0,408.0,5318.0
2007-05-16,2213.0,5756.0,9077.0
2007-05-17,1014.0,2073.0,7687.0
2007-05-18,3270.0,3913.0,8116.0
2007-05-19,4683.0,530.0,7022.0
2007-05-20,5420.0,1733.0,7611.0
2007-05-21,0.0,468.0,9060.0
2007-05-22,931.0,3966.0,3984.0
2007-05-23,956.0,3792.0,8119.0
2007-05-24,955.0,4116.0,4746.0
2007-05-25,8060.0,586.0,6539.0
2007-05-26,2373.0,2754.0,8628.0
2007-05-27,4366.0,5534.0,10444.0
2007-05-28,4554.0,473.0,9586.0
2007-05-29,0.0,1907.0,4332.0
2007-05-30,2250.0,5948.0,7804.0
2007-05-31,935.0,477.0,3552.0
2007-06-01,1336.0,402.0,5678.0
2007-06-02,1185.0,405.0,4517.0
2007-06-03,0.0,1740.0,4700.0
2007-06-04,0.0,5466.0,9166.0
2007-06-05,3215.0,949.0,10095.0
2007-06-06,3329.0,829.0,11663.0
2007-06-07,2826.0,3563.0,4005.0
2007-06-08,1096.0,0.0,7985.0
2007-06-09,0.0,3888.0,3461.0
2007-06-10,4840.0,347.0,9666.0
2007-06-11,1105.0,5515.0,10690.0
2007-06-12,4751.0,318.0,11908.0
2007-06-13,957.0,857.0,5216.0
2007-06-14,3322.0,2147.0,7054.0
2007-06-15,2269.0,4011.0,4547.0
2007-06-16,3289.0,4498.0,11108.0
2007-06-17,4124.0,5038.0,8734.0
2007-06-18,0.0,529.0,4241.0
2007-06-19,973.0,535.0,4357.0
2007-06-20,1761.0,2588.0,5106.0
2007-06-21,932.0,2400.0,3711.0
2007-06-22,0.0,951.0,3482.0
2007-06-23,0.0,786.0,2402.0
2007-06-24,0.0,791.0,3449.0
2007-06-25,1985.0,3621.0,4816.0
2007-06-26,971.0,1334.0,5231.0
2007-06-27,2603.0,6451.0,7270.0
2007-06-28,0.0,4368.0,9541.0
2007-06-29,4363.0,667.0,6797.0
2007-06-30,3049.0,792.0,8376.0
2007-07-01,1987.0,8177.0,12810.0
2007-07-02,3299.0,3513.0,11986.0
2007-07-03,1076.0,4761.0,15513.0
2007-07-04,1127.0,3111.0,5923.0
2007-07-05,946.0,4935.0,9433.0
2007-07-06,985.0,699.0,3959.0
2007-07-07,997.0,3047.0,10177.0
2007-07-08,437.0,2168.0,9042.0
2007-07-09,3632.0,551.0,9388.0
2007-07-10,2498.0,8255.0,10886.0
2007-07-11,5042.0,301.0,6374.0
2007-07-12,459.0,3710.0,10263.0
2007-07-13,0.0,633.0,4427.0
2007-07-14,3775.0,1968.0,6604.0
2007-07-15,862.0,632.0,5585.0
2007-07-16,830.0,695.0,4176.0
2007-07-17,848.0,694.0,3335.0
2007-07-18,909.0,671.0,4628.0
2007-07-19,1068.0,703.0,3130.0
2007-07-20,2111.0,2418.0,4765.0
2007-07-21,428.0,512.0,7756.0
2007-07-22,7091.0,2136.0,5563.0
2007-07-23,1747.0,1288.0,3847.0
2007-07-24,0.0,1607.0,5599.0
2007-07-25,0.0,151.0,2333.0
2007-07-26,975.0,3633.0,4346.0
2007-07-27,1837.0,49.0,7157.0
2007-07-28,907.0,10265.0,6559.0
2007-07-29,0.0,0.0,1288.0
2007-07-30,0.0,0.0,2528.0
2007-07-31,3277.0,0.0,3575.0
2007-08-01,0.0,467.0,17547.0
2007-08-02,2226.0,366.0,10157.0
2007-08-03,2180.0,3385.0,6655.0
2007-08-04,0.0,485.0,3545.0
2007-08-05,4581.0,2011.0,8777.0
2007-08-06,2799.0,11440.0,11380.0
2007-08-07,1825.0,2831.0,5277.0
2007-08-08,1055.0,1111.0,9660.0
2007-08-09,3339.0,1801.0,9164.0
2007-08-10,0.0,420.0,5082.0
2007-08-11,1715.0,314.0,6500.0
2007-08-12,1133.0,2354.0,12283.0
2007-08-13,93.0,476.0,11101.0
2007-08-14,951.0,685.0,6256.0
2007-08-15,338.0,508.0,9787.0
2007-08-16,962.0,0.0,7476.0
2007-08-17,244.0,0.0,7769.0
2007-08-18,0.0,0.0,1830.0
2007-08-19,1025.0,8912.0,5989.0
2007-08-20,1032.0,6965.0,7383.0
2007-08-21,0.0,38.0,3296.0
2007-08-22,3048.0,1836.0,7241.0
2007-08-23,2502.0,259.0,5342.0
2007-08-24,1891.0,3782.0,9944.0
2007-08-25,4149.0,2191.0,5678.0
2007-08-26,1541.0,3645.0,5658.0
2007-08-27,2305.0,1229.0,6344.0
2007-08-28,1038.0,2468.0,5483.0
2007-08-29,957.0,562.0,4932.0
2007-08-30,3822.0,2580.0,4221.0
2007-08-31,1200.0,666.0,8738.0
2007-09-01,1688.0,4267.0,9790.0
2007-09-02,0.0,3045.0,9770.0
2007-09-03,1093.0,345.0,8631.0
2007-09-04,2667.0,514.0,3801.0
2007-09-05,3018.0,5631.0,9474.0
2007-09-06,852.0,596.0,6590.0
2007-09-07,923.0,594.0,9386.0
2007-09-08,182.0,4515.0,6646.0
2007-09-09,2184.0,4438.0,9233.0
2007-09-10,2034.0,2147.0,9290.0
2007-09-11,0.0,4573.0,15375.0
2007-09-12,4176.0,2428.0,8728.0
2007-09-13,1175.0,2523.0,3853.0
2007-09-14,901.0,676.0,5804.0
2007-09-15,0.0,1449.0,6464.0
2007-09-16,3118.0,3064.0,9310.0
2007-09-17,6651.0,926.0,6279.0
2007-09-18,1888.0,2029.0,5425.0
2007-09-19,0.0,2743.0,7937.0
2007-09-20,1056.0,489.0,9996.0
2007-09-21,3130.0,2745.0,6316.0
2007-09-22,944.0,1311.0,7688.0
2007-09-23,2831.0,1929.0,7382.0
2007-09-24,929.0,3935.0,7955.0
2007-09-25,916.0,2253.0,9820.0
2007-09-26,1058.0,9415.0,5661.0
2007-09-27,1066.0,643.0,7324.0
2007-09-28,996.0,3722.0,9952.0
2007-09-29,4085.0,7457.0,8190.0
2007-09-30,1405.0,582.0,10225.0
2007-10-01,771.0,4456.0,11012.0
2007-10-02,5071.0,2831.0,14405.0
2007-10-03,4130.0,5422.0,10979.0
2007-10-04,209.0,742.0,2572.0
2007-10-05,946.0,534.0,3261.0
2007-10-06,4202.0,1924.0,5983.0
2007-10-07,67.0,2227.0,4631.0
2007-10-08,336.0,2651.0,8287.0
2007-10-09,935.0,595.0,5613.0
2007-10-10,1863.0,2117.0,3345.0
2007-10-11,3697.0,304.0,13767.0
2007-10-12,1102.0,278.0,8281.0
2007-10-13,969.0,3799.0,8463.0
2007-10-14,2930.0,7494.0,7126.0
2007-10-15,1061.0,339.0,7654.0
2007-10-16,0.0,7871.0,9876.0
2007-10-17,1065.0,453.0,8968.0
2007-10-18,1162.0,317.0,9864.0
2007-10-19,1299.0,3124.0,11648.0
2007-10-20,2363.0,296.0,13225.0
2007-10-21,3712.0,4357.0,7313.0
2007-10-22,0.0,299.0,13027.0
2007-10-23,1067.0,5186.0,10680.0
2007-10-24,4459.0,364.0,9115.0
2007-10-25,1478.0,2433.0,7385.0
2007-10-26,0.0,348.0,5766.0
2007-10-27,1374.0,4856.0,8949.0
2007-10-28,0.0,283.0,1765.0
2007-10-29,0.0,269.0,2749.0
2007-10-30,0.0,1935.0,4256.0
2007-10-31,0.0,4700.0,8915.0
2007-11-01,1378.0,2170.0,12415.0
2007-11-02,2430.0,4765.0,13114.0
2007-11-03,4810.0,3420.0,9500.0
2007-11-04,0.0,1112.0,6421.0
2007-11-05,926.0,491.0,6471.0
2007-11-06,0.0,487.0,5328.0
2007-11-07,1015.0,647.0,5284.0
2007-11-08,1180.0,910.0,10339.0
2007-11-09,943.0,550.0,5792.0
2007-11-10,2630.0,414.0,7806.0
2007-11-11,3445.0,320.0,6024.0
2007-11-12,1050.0,3817.0,12740.0
2007-11-13,978.0,4933.0,11076.0
2007-11-14,1055.0,295.0,16345.0
2007-11-15,1606.0,571.0,7503.0
2007-11-16,1991.0,4660.0,13564.0
2007-11-17,2588.0,2199.0,14990.0
2007-11-18,5201.0,2097.0,7066.0
2007-11-19,1089.0,253.0,10750.0
2007-11-20,1015.0,3954.0,11026.0
2007-11-21,1139.0,549.0,9455.0
2007-11-22,2867.0,297.0,9001.0
2007-11-23,2168.0,6181.0,13685.0
2007-11-24,1573.0,4131.0,13451.0
2007-11-25,3556.0,279.0,5678.0
2007-11-26,1088.0,288.0,8926.0
2007-11-27,1063.0,11020.0,15111.0
2007-11-28,1182.0,769.0,7810.0
2007-11-29,2031.0,283.0,8818.0
2007-11-30,0.0,7941.0,13601.0
2007-12-01,0.0,439.0,8276.0
2007-12-02,2227.0,399.0,11517.0
2007-12-03,1403.0,2841.0,12353.0
2007-12-04,0.0,541.0,1818.0
2007-12-05,2247.0,1075.0,10408.0
2007-12-06,1882.0,475.0,3898.0
2007-12-07,1029.0,2550.0,6419.0
2007-12-08,1123.0,1156.0,8582.0
2007-12-09,0.0,3217.0,7755.0
2007-12-10,1020.0,5028.0,11659.0
2007-12-11,1018.0,4165.0,13281.0
2007-12-12,1152.0,254.0,7759.0
2007-12-13,1103.0,1448.0,8911.0
2007-12-14,980.0,3849.0,12941.0
2007-12-15,1706.0,3687.0,14313.0
2007-12-16,3410.0,2281.0,12929.0
2007-12-17,1636.0,243.0,10567.0
2007-12-18,1123.0,5810.0,11093.0
2007-12-19,1233.0,2658.0,11679.0
2007-12-20,1859.0,276.0,13592.0
2007-12-21,1191.0,200.0,12251.0
2007-12-22,3819.0,4550.0,12673.0
2007-12-23,1971.0,3091.0,11962.0
2007-12-24,2985.0,2316.0,14350.0
2007-12-25,4588.0,3368.0,9084.0
2007-12-26,1109.0,2773.0,9480.0
2007-12-27,4122.0,1490.0,7960.0
2007-12-28,1980.0,8554.0,15823.0
2007-12-29,4836.0,2434.0,14906.0
2007-12-30,3595.0,3597.0,13485.0
2007-12-31,0.0,3457.0,14071.0
2008-01-01,2461.0,2739.0,12355.0
2008-01-02,336.0,280.0,7241.0
2008-01-03,0.0,1287.0,2724.0
2008-01-04,1079.0,6657.0,14515.0
2008-01-05,0.0,530.0,2586.0
2008-01-06,1906.0,545.0,11307.0
2008-01-07,3465.0,587.0,8390.0
2008-01-08,586.0,1150.0,5091.0
2008-01-09,950.0,521.0,10183.0
2008-01-10,2249.0,5800.0,10808.0
2008-01-11,0.0,344.0,1939.0
2008-01-12,1085.0,309.0,9013.0
2008-01-13,6505.0,340.0,9362.0
2008-01-14,5918.0,339.0,9738.0
2008-01-15,782.0,6883.0,14512.0
2008-01-16,1162.0,3430.0,9391.0
2008-01-17,1007.0,350.0,8657.0
2008-01-18,1034.0,846.0,14983.0
2008-01-19,2521.0,6054.0,8015.0
2008-01-20,1775.0,380.0,4940.0
2008-01-21,0.0,376.0,10447.0
2008-01-22,4670.0,7640.0,7552.0
2008-01-23,1116.0,387.0,13359.0
2008-01-24,1107.0,320.0,5935.0
2008-01-25,0.0,2421.0,11409.0
2008-01-26,4925.0,311.0,15606.0
2008-01-27,3725.0,3818.0,7367.0
2008-01-28,1142.0,280.0,12792.0
2008-01-29,1487.0,6199.0,11077.0
2008-01-30,0.0,261.0,7261.0
2008-01-31,1165.0,267.0,9437.0
2008-02-01,0.0,3094.0,8987.0
2008-02-02,6247.0,2764.0,15188.0
2008-02-03,0.0,5244.0,2565.0
2008-02-04,1106.0,3674.0,7989.0
2008-02-05,3114.0,584.0,8687.0
2008-02-06,960.0,558.0,6341.0
2008-02-07,962.0,650.0,7002.0
2008-02-08,0.0,504.0,3803.0
2008-02-09,4273.0,1206.0,6648.0
2008-02-10,0.0,367.0,9060.0
2008-02-11,0.0,346.0,2824.0
2008-02-12,0.0,304.0,11343.0
2008-02-13,2530.0,3615.0,7568.0
2008-02-14,1300.0,291.0,9299.0
2008-02-15,1109.0,1723.0,13417.0
2008-02-16,1076.0,2360.0,11599.0
2008-02-17,3182.0,2257.0,6049.0
2008-02-18,0.0,251.0,10345.0
2008-02-19,1881.0,4711.0,11200.0
2008-02-20,3655.0,5516.0,7704.0
2008-02-21,0.0,307.0,8523.0
2008-02-22,1167.0,1985.0,10101.0
2008-02-23,1684.0,2250.0,10040.0
2008-02-24,754.0,332.0,11447.0
2008-02-25,0.0,321.0,1856.0
2008-02-26,0.0,295.0,2013.0
2008-02-27,0.0,326.0,2969.0
2008-02-28,0.0,281.0,2028.0
2008-02-29,0.0,3773.0,8062.0
2008-03-01,1130.0,846.0,6671.0
2008-03-02,2319.0,4435.0,8452.0
2008-03-03,0.0,2207.0,1755.0
2008-03-04,0.0,422.0,6901.0
2008-03-05,996.0,541.0,6535.0
2008-03-06,2897.0,2608.0,9265.0
2008-03-07,958.0,2569.0,7410.0
2008-03-08,0.0,499.0,3926.0
2008-03-09,1326.0,1902.0,10213.0
2008-03-10,4801.0,349.0,9432.0
2008-03-11,963.0,347.0,1892.0
2008-03-12,1137.0,302.0,9664.0
2008-03-13,3263.0,3590.0,5464.0
2008-03-14,980.0,3881.0,14476.0
2008-03-15,2550.0,502.0,5910.0
2008-03-16,2394.0,566.0,11286.0
2008-03-17,236.0,6651.0,9346.0
2008-03-18,1156.0,4019.0,12544.0
2008-03-19,2110.0,411.0,6154.0
2008-03-20,1107.0,478.0,6670.0
2008-03-21,2171.0,4778.0,13275.0
2008-03-22,3322.0,588.0,12405.0
2008-03-23,6279.0,2112.0,13878.0
2008-03-24,1131.0,5988.0,7008.0
2008-03-25,2246.0,3677.0,13494.0
2008-03-26,2547.0,3831.0,7547.0
2008-03-27,0.0,356.0,9022.0
2008-03-28,2325.0,3605.0,11581.0
2008-03-29,5153.0,375.0,17240.0
2008-03-30,5045.0,1315.0,9769.0
2008-03-31,1091.0,411.0,9387.0
2008-04-01,1241.0,5326.0,11752.0
2008-04-02,1161.0,252.0,9531.0
2008-04-03,1249.0,2443.0,9415.0
2008-04-04,2133.0,775.0,13246.0
2008-04-05,2196.0,2872.0,5464.0
2008-04-06,1550.0,7682.0,6508.0
2008-04-07,0.0,589.0,8302.0
2008-04-08,596.0,4677.0,4410.0
2008-04-09,2225.0,404.0,9408.0
2008-04-10,3462.0,629.0,12573.0
2008-04-11,0.0,6214.0,4106.0
2008-04-12,1085.0,281.0,11314.0
2008-04-13,2554.0,5942.0,13007.0
2008-04-14,0.0,425.0,11197.0
2008-04-15,1174.0,3998.0,9874.0
2008-04-16,838.0,403.0,11322.0
2008-04-17,1719.0,417.0,8638.0
2008-04-18,2174.0,3832.0,10921.0
2008-04-19,4319.0,2457.0,14722.0
2008-04-20,1030.0,4544.0,10401.0
2008-04-21,0.0,2673.0,6788.0
2008-04-22,971.0,5093.0,10603.0
2008-04-23,1380.0,492.0,8406.0
2008-04-24,1263.0,522.0,5296.0
2008-04-25,824.0,2004.0,9400.0
2008-04-26,0.0,634.0,3586.0
2008-04-27,693.0,588.0,5488.0
2008-04-28,0.0,621.0,2786.0
2008-04-29,1402.0,5411.0,10481.0
2008-04-30,1057.0,590.0,6653.0
2008-05-01,2113.0,286.0,14591.0
2008-05-02,1098.0,7803.0,13717.0
2008-05-03,1145.0,9797.0,5529.0
2008-05-04,2929.0,874.0,13644.0
2008-05-05,1008.0,378.0,10197.0
2008-05-06,1747.0,506.0,8781.0
2008-05-07,1875.0,6754.0,8365.0
2008-05-08,635.0,509.0,7118.0
2008-05-09,379.0,431.0,6943.0
2008-05-10,990.0,3257.0,6071.0
2008-05-11,7597.0,10409.0,8362.0
2008-05-12,831.0,310.0,9852.0
2008-05-13,823.0,4089.0,8370.0
2008-05-14,2467.0,3436.0,9716.0
2008-05-15,868.0,570.0,6820.0
2008-05-16,2228.0,2565.0,8955.0
2008-05-17,2158.0,935.0,12472.0
2008-05-18,1775.0,5355.0,8626.0
2008-05-19,1014.0,558.0,7503.0
2008-05-20,1352.0,2431.0,11977.0
2008-05-21,1989.0,474.0,9251.0
2008-05-22,996.0,440.0,6475.0
2008-05-23,0.0,1390.0,14734.0
2008-05-24,1027.0,569.0,12833.0
2008-05-25,4307.0,8811.0,6016.0
2008-05-26,985.0,666.0,9284.0
2008-05-27,0.0,5352.0,11478.0
2008-05-28,3138.0,512.0,6709.0
2008-05-29,1004.0,507.0,8703.0
2008-05-30,0.0,3019.0,11298.0
2008-05-31,1764.0,2328.0,11858.0
2008-06-01,1966.0,2445.0,7824.0
2008-06-02,2114.0,356.0,8428.0
2008-06-03,1082.0,372.0,6965.0
2008-06-04,1124.0,2615.0,7552.0
2008-06-05,1354.0,5410.0,12200.0
2008-06-06,1009.0,506.0,7871.0
2008-06-07,4258.0,5230.0,7536.0
2008-06-08,0.0,513.0,2215.0
2008-06-09,2948.0,6500.0,13400.0
2008-06-10,990.0,286.0,9562.0
2008-06-11,1033.0,430.0,6734.0
2008-06-12,4005.0,5749.0,9048.0
2008-06-13,2809.0,7358.0,10531.0
2008-06-14,1862.0,1011.0,10681.0
2008-06-15,6471.0,6802.0,11589.0
2008-06-16,1980.0,464.0,10012.0
2008-06-17,1080.0,432.0,10094.0
2008-06-18,7549.0,3040.0,12687.0
2008-06-19,3411.0,1514.0,10911.0
2008-06-20,2948.0,2935.0,12417.0
2008-06-21,940.0,5823.0,12828.0
2008-06-22,4705.0,1175.0,10652.0
2008-06-23,2600.0,581.0,10124.0
2008-06-24,2779.0,3489.0,14271.0
2008-06-25,2773.0,569.0,9402.0
2008-06-26,921.0,572.0,8971.0
2008-06-27,4159.0,2372.0,10163.0
2008-06-28,0.0,2000.0,7932.0
2008-06-29,955.0,535.0,3896.0
2008-06-30,0.0,521.0,6819.0
2008-07-01,1288.0,282.0,10294.0
2008-07-02,0.0,295.0,8089.0
2008-07-03,1235.0,3471.0,9033.0
2008-07-04,2420.0,672.0,9466.0
2008-07-05,1030.0,423.0,6649.0
2008-07-06,2379.0,2611.0,14593.0
2008-07-07,2171.0,592.0,7149.0
2008-07-08,0.0,526.0,2357.0
2008-07-09,3612.0,1707.0,5976.0
2008-07-10,1016.0,419.0,9476.0
2008-07-11,1032.0,389.0,10421.0
2008-07-12,3294.0,310.0,13627.0
2008-07-13,1671.0,3164.0,7056.0
2008-07-14,2564.0,1995.0,6436.0
2008-07-15,968.0,552.0,8585.0
2008-07-16,1537.0,2799.0,4978.0
2008-07-17,1122.0,723.0,8280.0
2008-07-18,1143.0,552.0,9260.0
2008-07-19,2941.0,3146.0,7676.0
2008-07-20,1943.0,1076.0,5457.0
2008-07-21,1698.0,431.0,9189.0
2008-07-22,0.0,430.0,4886.0
2008-07-23,1233.0,454.0,6325.0
2008-07-24,837.0,476.0,8344.0
2008-07-25,1168.0,492.0,6731.0
2008-07-26,0.0,948.0,6243.0
2008-07-27,1063.0,858.0,8385.0
2008-07-28,0.0,509.0,5963.0
2008-07-29,1571.0,530.0,5802.0
2008-07-30,2548.0,773.0,6278.0
2008-07-31,1533.0,2808.0,7588.0
2008-08-01,2197.0,3511.0,9793.0
2008-08-02,940.0,1921.0,9563.0
2008-08-03,6286.0,346.0,8435.0
2008-08-04,2752.0,10713.0,17519.0
2008-08-05,3667.0,702.0,12717.0
2008-08-06,2536.0,3161.0,9732.0
2008-08-07,991.0,503.0,7592.0
2008-08-08,0.0,481.0,1980.0
2008-08-09,747.0,2293.0,9559.0
2008-08-10,1044.0,5126.0,11650.0
2008-08-11,1114.0,3271.0,6069.0
2008-08-12,1117.0,296.0,13256.0
2008-08-13,0.0,451.0,1789.0
2008-08-14,0.0,441.0,1641.0
2008-08-15,0.0,439.0,1691.0
2008-08-16,0.0,442.0,1688.0
2008-08-17,0.0,445.0,1710.0
2008-08-18,0.0,440.0,1719.0
2008-08-19,0.0,442.0,1697.0
2008-08-20,0.0,437.0,1626.0
2008-08-21,0.0,432.0,1577.0
2008-08-22,0.0,438.0,1614.0
2008-08-23,0.0,419.0,1485.0
2008-08-24,0.0,404.0,1523.0
2008-08-25,0.0,422.0,1436.0
2008-08-26,0.0,420.0,1533.0
2008-08-27,0.0,399.0,1539.0
2008-08-28,0.0,432.0,1631.0
2008-08-29,0.0,430.0,1599.0
2008-08-30,0.0,435.0,1619.0
2008-08-31,2056.0,3733.0,12117.0
2008-09-01,1162.0,284.0,8963.0
2008-09-02,2050.0,2838.0,10293.0
2008-09-03,2607.0,333.0,4155.0
2008-09-04,0.0,376.0,9003.0
2008-09-05,2229.0,423.0,11904.0
2008-09-06,1967.0,2085.0,7921.0
2008-09-07,951.0,499.0,7352.0
2008-09-08,0.0,489.0,1902.0
2008-09-09,236.0,453.0,7728.0
2008-09-10,1032.0,3064.0,11652.0
2008-09-11,6301.0,661.0,14348.0
2008-09-12,1985.0,2553.0,12886.0
2008-09-13,930.0,5433.0,11807.0
2008-09-14,4673.0,445.0,6538.0
2008-09-15,960.0,364.0,10322.0
2008-09-16,0.0,368.0,8249.0
2008-09-17,1910.0,3727.0,9371.0
2008-09-18,4202.0,357.0,7991.0
2008-09-19,1569.0,351.0,12367.0
2008-09-20,0.0,370.0,12477.0
2008-09-21,4010.0,2381.0,8347.0
2008-09-22,1014.0,2448.0,10227.0
2008-09-23,0.0,2168.0,7920.0
2008-09-24,2019.0,4730.0,10548.0
2008-09-25,1012.0,751.0,8485.0
2008-09-26,1221.0,370.0,10890.0
2008-09-27,4347.0,2584.0,12688.0
2008-09-28,1920.0,385.0,11242.0
2008-09-29,1014.0,363.0,10677.0
2008-09-30,998.0,360.0,7415.0
2008-10-01,1307.0,285.0,9992.0
2008-10-02,2562.0,2955.0,10128.0
2008-10-03,2009.0,368.0,8660.0
2008-10-04,3261.0,457.0,6527.0
2008-10-05,6950.0,612.0,11714.0
